SeedCode,LA Name,Centre Type,School Name,Address 1,Address 2,Address 3,Post code,E-mail,Phone,Primary,Secondary,Special,Primary roll,Secondary roll,Special roll,Primary,Secondary ,Special,6-Fold Urban/rural measure(1),8-fold Urban/rural measure(1),Denomination,Proportion of pupils from minority ethnic groups(3),Proportion of pupils who live in 20% most deprived datazones in Scotland(4)
8570140,Grant aided,Grant-aided,Stanmore House School,Lanark,,,ML11 7RR,stanmore.school@capability-scotland.org.uk,01555 665041,.,.,Special,.,.,16,.,.,6.1,Accessible rural areas,Accessible rural areas,Non-denominational,N/A,N/A
5405726,Fife,Local Authority,Star Primary School,Star,Near Markinch,GLENROTHES,KY7 6LB,Starps.enquiries@fife.gov.uk,01592 583463,Primary,.,.,36,.,.,2.45,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,*
5480140,Fife,Independent,Starley Hall School,Aberdour Road,Burntisland,,KY3 0AG,info@starleyhall.co.uk,01383 860314,.,.,Special,N/A,N/A,N/A,N/A,N/A,N/A,Accessible rural areas,Accessible rural areas,Non-denominational,N/A,N/A
5529026,Edinburgh City,Local Authority,Stenhouse Primary School,4 Saughton Mains Street,Edinburgh,,EH11 3HH,admin@stenhouse.edin.sch.uk,0131 443 1255,Primary,.,.,350,.,.,23.38,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,35 - <40%
5745020,Falkirk,Local Authority,Stenhousemuir Primary School,Rae Street,Stenhousemuir,LARBERT,FK5 4QP,stenhousemuirprimaryschool@falkirk.gov.uk,01324 503440,Primary,.,.,399,.,.,24.4,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,10 - <15%
6002420,Orkney Islands,Local Authority,Stenness Community School,Stenness,Orkney,,KW16 3LB,admin.stenness@glow.orkneyschools.org.uk,01856 850212,Primary,.,.,29,.,.,2.91,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5555027,East Lothian,Local Authority,Stenton Primary School,Stenton,Dunbar,EAST LOTHIAN,EH42 1TE,stenton.ps@stenton.elcschool.org.uk,01368 850258,Primary,.,.,21,.,.,1.44,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
8341729,North Lanarkshire,Local Authority,Stepps Primary School,10 Blenheim Avenue,Stepps,GLASGOW,G33 6FH,ht@stepps.n-lanark.sch.uk,01236 757692,Primary,.,.,389,.,.,17.6,.,.,Large urban areas,Large urban areas,Non-denominational,5 - <10%,*
8224730,East Ayrshire,Local Authority,Stewarton Academy,Cairnduff Place,Stewarton,,KA3 5QF,katy.hegarty@east-ayrshire.gov.uk,01560 482342,.,Secondary,.,.,780,.,.,57.9,.,Accessible small towns,Accessible small towns,Non-denominational,0 - <5%,5 - <10%
5583438,Edinburgh City,Independent,Stewart's Melville College,Queensferry Road,Edinburgh,,EH4 3EZ,secretary@esmgc.com,0131 311 1000,.,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5633125,Scottish Borders,Local Authority,Stirches Primary School,Hawick,Roxburghshire,,TD9 7QP,stirchesps@scotborders.gov.uk,01450 374389,Primary,.,.,109,.,.,6.94,.,.,Other urban areas,Other urban areas,Non-denominational,*,15 - <20%
5726239,Stirling,Local Authority,Stirling High School,Torbrex Farm Road,Stirling,,FK8 2PA,stirlinghs@stirling.gov.uk,01786 472451,.,Secondary,.,.,944,.,.,70.3,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,10 - <15%
5543525,Midlothian,Local Authority,Stobhill Primary School,1 Bonnybank Road,Gorebridge,,EH23 4DT,stobhill.ps@midlothian.gov.uk,0131 271 4700,Primary,.,.,207,.,.,10.9,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,15 - <20%
5529123,Edinburgh City,Local Authority,Stockbridge Primary School,17a Hamilton Place,Edinburgh,,EH3 5BA,admin@stockbridge.edin.sch.uk,0131 332 6109,Primary,.,.,254,.,.,11.42,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,*
8523622,South Lanarkshire,Local Authority,Stonehouse Primary School,Townhead Street,Stonehouse,,ML9 3EL,office@stonehouse-pri.s-lanark.sch.uk,01698 792377,Primary,.,.,242,.,.,18,.,.,Accessible small towns,Accessible small towns,Non-denominational,0 - <5%,5 - <10%
8458634,South Lanarkshire,Local Authority,Stonelaw High School,140 Calderwood Road,Rutherglen,,G73 3BP,office@stonelaw.s-lanark.sch.uk,0141 6430212,.,Secondary,.,.,1044,.,.,79.4,.,Large urban areas,Large urban areas,Non-denominational,5 - <10%,30 - <35%
5507928,West Lothian,Local Authority,Stoneyburn Primary School,2 Main Street,Stoneyburn,WEST LOTHIAN,EH47 8BA,wlstoneyburn-ps@westlothian.org.uk,01501 762253,Primary,.,.,83,.,.,8.37,.,.,Accessible small towns,Accessible small towns,Non-denominational,*,40 - <45%
5555728,East Lothian,Local Authority,Stoneyhill Primary School,off Clayknowes Way,Stoneyhill,MUSSELBURGH EAST LOTHIAN,EH21 6UL,stoneyhill.ps@stoneyhill.elcschool.org.uk,0131 6653119,Primary,.,.,211,.,.,10.56,.,.,Large urban areas,Large urban areas,Non-denominational,5 - <10%,0%
5235421,Aberdeen City,Local Authority,Stoneywood School,Stoneywood Road,Stoneywood,ABERDEEN,AB21 9HY,stoneywood@aberdeencity.gov.uk,01224 712720,Primary,.,.,213,.,.,13.1,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,0%
6231829,Na h-Eileanan Siar,Local Authority,Stornoway Primary School,Jamieson Drive,Stornoway,ISLE OF LEWIS,HS1 2LF,stornowayprimary@gnes.net,01851 703418,Primary,.,.,450,.,.,30.27,.,.,Remote small towns,Very Remote Small Towns,Non-denominational,10 - <20%,0%
5615321,Scottish Borders,Local Authority,Stow Primary School,Station Road,Stow,GALASHIELS,TD1 2SQ,stowps@scotborders.gov.uk,01578 730218,Primary,.,.,78,.,.,5.32,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5306728,Angus,Local Authority,Stracathro Primary School,Inchbare,By Brechin,ANGUS,DD9 7QE,Stracathro@angusschools.org.uk,01356 648334,Primary,.,.,16,.,.,2.27,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,*
8108927,Argyll & Bute,Local Authority,Strachur Primary School,Strachur,Argyll,,PA27 8DQ,enquiries-strachur@argyll-bute.gov.uk,01369 860293,Primary,.,.,32,.,.,2.9,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
8234825,South Ayrshire,Local Authority,Straiton Primary School,27 Newton Stewart Road,Straiton,MAYBOLE,KA19 7NN,straiton.mail@south-ayrshire.gov.uk,01655 885808,Primary,.,.,12,.,.,2.1,.,.,Remote rural areas,Remote rural areas,Non-denominational,0%,0%
5903130,Dumfries & Galloway,Local Authority,Stranraer Academy,McMaster's Road,Stranraer,,DG9 8BY,gw08officestranraer@ea.dumgal.sch.uk,01776 706484/6,.,Secondary,.,.,929,.,.,67.7,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,15 - <20%
8109028,Argyll & Bute,Local Authority,Strath of Appin Primary,Strath of Appin,Appin,ARGYLL,PA38 4BG,enquiries-strathofappin@argyll-bute.gov.uk,01631 730345,Primary,.,.,17,.,.,2.77,.,.,Remote rural areas,Remote rural areas,Non-denominational,0%,0%
8100020,Argyll & Bute,Local Authority,Strath of Appin Primary School Gaelic Medium,Strath of Appin,Appin,ARGYLL,PA38 4BG,enquiries-strathofappin@argyll-bute.gov.uk,01631 730345,Primary,.,.,7,.,.,1.2,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
5400325,Fife,Local Authority,Strathallan Primary School,Strathallan Drive,Kirkcaldy,,KY2 5YP,strathallanps.enquiries@fife.gov.uk,01592 412360,Primary,.,.,367,.,.,18.4,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,0 - <5%
5380936,Perth & Kinross,Independent,Strathallan School,Forgandenny,Perthshire,,PH2 9EG,admissions@strathallan.co.uk,01738 812546/504,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Accessible rural areas,Accessible rural areas,Non-denominational,N/A,N/A
8533830,South Lanarkshire,Local Authority,Strathaven Academy,Bowling Green Road,Strathaven,,ML10 6DP,office@strathaven.s-lanark.sch.uk,01357 524040,.,Secondary,.,.,985,.,.,74.2,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,0 - <5%
5725828,Stirling,Local Authority,Strathblane Primary School,Southview Road,Blanefield,GLASGOW,G63 9JQ,strathbps@stirling.gov.uk,01360 770608,Primary,.,.,160,.,.,9.4,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5231825,Aberdeenshire,Local Authority,Strathburn School,Strathburn Gardens,Inverurie,ABERDEENSHIRE,AB51 4RY,strathburn.sch@aberdeenshire.gov.uk,01467 536840,Primary,.,.,422,.,.,23.2,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0%
5118123,Highland,Local Authority,Strathconon Primary School,Strathconon,Muir Of Ord,,IV6 7QQ,strathconon.primary@highland.gov.uk,01997 477257,Primary,.,.,17,.,.,2.3,.,.,Remote rural areas,Very Remote Rural,Non-denominational,>20%,0%
5102626,Highland,Local Authority,Strathdearn Primary School,Tomatin,by Inverness,,IV13 7YN,strathdearn.primary@highland.gov.uk,01463 266197,Primary,.,.,51,.,.,3.66,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
5701120,Clackmannanshire,Local Authority,Strathdevon Primary School,Park Place,Dollar,,FK14 7AA,strathdevon@edu.clacks.gov.uk,01259 742435,Primary,.,.,178,.,.,11.7,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,*
5229723,Aberdeenshire,Local Authority,Strathdon School,Strathdon,Aberdeenshire,,AB36 8UR,strathdon.sch@aberdeenshire.gov.uk,019756 51224,Primary,.,.,24,.,.,3.13,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
5143721,Highland,Local Authority,Stratherrick Primary School,Gorthleck,Inverness,,IV2 6UJ,stratherrick.primary@highland.gov.uk,01456 486630,Primary,.,.,17,.,.,1.9,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
5541123,Midlothian,Local Authority,Strathesk Primary School,4 Eastfield Farm Road,Penicuik,,EH26 8EZ,strathesk.ps@midlothian.gov.uk,0131 271 4705,Primary,.,.,336,.,.,19.09,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0%
5118220,Highland,Local Authority,Strathgarve Primary School,Garve,,,IV23 2PR,strathgarve.primary@highland.gov.uk,01997 414286,Primary,.,.,11,.,.,1.19,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
5425522,Fife,Local Authority,Strathkinness Primary School,3 Church Road,Strathkinness,ST ANDREWS,KY16 9XR,Strathkinnessps.enquiries@fife.gov.uk,01334 659442,Primary,.,.,85,.,.,5.4,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
5320925,Angus,Local Authority,Strathmartine Primary School,Craigmill Road,Bridgefoot,DUNDEE,DD3 0PH,Strathmartine@angusschools.org.uk,01382 536645,Primary,.,.,41,.,.,3.16,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,10 - <15%
5425727,Fife,Local Authority,Strathmiglo Primary School,111 High Street,Strathmiglo,CUPAR,KY14 7PT,Strathmiglops.enquiries@fife.gov.uk,01337 659443,Primary,.,.,76,.,.,5.9,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5303222,Angus,Local Authority,Strathmore Primary School,St James Road,Forfar,,DD8 1LE,Strathmore@angusschools.org.uk,01307 473377,Primary,.,.,329,.,.,24.21,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,25 - <30%
5111226,Highland,Local Authority,Strathpeffer Primary School,Strathpeffer,,,IV14 9AG,strathpeffer.primary@highland.gov.uk,01997 421824,Primary,.,.,172,.,.,9.4,.,.,Remote rural areas,Remote rural areas,Non-denominational,0 - <5%,0%
5721822,Stirling,Local Authority,Strathyre Primary School,Strathyre,By Callander,,FK18 8NQ,strathyps@stirling.gov.uk,01877 384223,Primary,.,.,44,.,.,3.7,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
5220920,Aberdeenshire,Local Authority,Strichen School,North Street,Strichen Fraserburgh,ABERDEENSHIRE,AB43 6SX,strichen.sch@aberdeenshire.gov.uk,01771 637250,Primary,.,.,108,.,.,8.1,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
6003532,Orkney Islands,Local Authority,Stromness Academy,Stromness,Orkney,,KW16 3JS,admin.sa@glow.orkneyschools.org.uk,01856 850660,.,Secondary,.,.,343,.,.,35.29,.,Remote rural areas,Very Remote Rural,Non-denominational,0 - <5%,0%
6002528,Orkney Islands,Local Authority,Stromness Primary School,Stromness,Orkney,,KW16 3JS,admin.sps@glow.orkneyschools.org.uk,01856 850544,Primary,.,.,153,.,.,9.95,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0 - <5%,0%
8109222,Argyll & Bute,Local Authority,Strone Primary School,Strone,By Dunoon,ARGYLL,PA23 8RU,enquiries-strone@argyll-bute.gov.uk,01369 840242,Primary,.,.,26,.,.,3.1,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
6003834,Orkney Islands,Local Authority,Stronsay Junior High School,Stronsay,Orkney,,KW17 2AE,admin.stronsay@glow.orkneyschools.org.uk,01857 616246,Primary,Secondary,.,23,12,.,2.89,5.01,.,Remote rural areas,Very Remote Rural,Non-denominational,>20%,0%
5131324,Highland,Local Authority,Strontian Primary School,By Acharacle,,,PH36 4JA,strontian.primary@highland.gov.uk,01967 402363,Primary,.,.,28,.,.,1.9,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5127521,Highland,Local Authority,Struan Primary School,Struan,Isle Of Skye,,IV56 8FB,struan.primary@highland.gov.uk,01470 572272,Primary,.,.,7,.,.,1.5,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
8238227,South Ayrshire,Local Authority,Struthers Primary School,15A Staffin Road,Muirhead,TROON,KA10 7JB,struthers.mail@south-ayrshire.gov.uk,01292 690073,Primary,.,.,284,.,.,14.7,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,0 - <5%
5219825,Aberdeenshire,Local Authority,Stuartfield School,Stuartfield,Peterhead,ABERDEENSHIRE,AB42 5HP,stuartfield.sch@aberdeenshire.gov.uk,01771 624223,Primary,.,.,121,.,.,6.4,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,0%
5242223,Aberdeen City,Local Authority,Sunnybank School,Sunnybank Road,Aberdeen,,AB24 3NJ,sunnybank@aberdeencity.gov.uk,01224 261700,Primary,.,.,295,.,.,23.51,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,10 - <15%
5700728,Clackmannanshire,Local Authority,Sunnyside Primary School,Erskine Street,Alloa,,FK10 2AT,sunnyside@edu.clacks.gov.uk,01259 214976,Primary,.,.,317,.,.,21.6,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,40 - <45%
8429820,Glasgow City,Local Authority,Sunnyside Primary School,1 Powrie Street,,GLASGOW,G33 5LA,headteacher@sunnyside-pri.glasgow.sch.uk,0141 774 5777,Primary,.,.,216,.,.,17.8,.,.,Large urban areas,Large urban areas,Non-denominational,5 - <10%,70 - <75%
1070029,Glasgow City,Independent,Sunrise Christian School,Robroyston Church of Scotland Building,34 Saughs Drive,GLASGOW,G33 1HG,admin@sunrisechristianschool.org.uk,1413876879,Primary,.,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Christian,N/A,N/A
8457824,Glasgow City,Local Authority,Swinton Primary School,2 Rhindmuir Road,,GLASGOW,G69 6AZ,headteacher@swinton-pri.glasgow.sch.uk,0141 771 1776,Primary,.,.,212,.,.,13.5,.,.,Large urban areas,Large urban areas,Non-denominational,5 - <10%,20 - <25%
5647029,Scottish Borders,Local Authority,Swinton Primary School,Swinton,Duns,BERWICKSHIRE,TD11 3JE,swintonps@scotborders.gov.uk,01890 860237,Primary,.,.,55,.,.,3.96,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5480043,Fife,Independent,Sycamore School,6 Bellyeoman Road,Dunfermline,FIFE,KY1 1TE,sycamore@aberlour.org.uk,01383 733320,.,.,Special,N/A,N/A,N/A,N/A,N/A,N/A,Other urban areas,Other urban areas,Non-denominational,N/A,N/A
8234922,South Ayrshire,Local Authority,Symington Primary School,Brewlands Road,Symington,KILMARNOCK,KA1 5QZ,symington.mail@south-ayrshire.gov.uk,01292 690074,Primary,.,.,141,.,.,9.6,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,*
5119839,Highland,Local Authority,Tain Royal Academy,Scotsburn Road,Tain,,IV19 1PS,tainroyal.academy@highland.gov.uk,01862 892121,.,Secondary,.,.,453,.,.,41.13,.,Remote small towns,Very Remote Small Towns,Non-denominational,5 - <10%,5 - <10%
5306825,Angus,Local Authority,Tannadice Primary School,Southesk Road,Tannadice,FORFAR,DD8 3SH,Tannadice@angusschools.org.uk,01307 473379,Primary,.,.,63,.,.,5.64,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
8514828,North Lanarkshire,Local Authority,Tannochside Primary School,111 Douglas Street,Tannochside,UDDINGSTON,G71 5EF,ht@tannochside.n-lanark.sch.uk,01698 352524,Primary,.,.,375,.,.,20.4,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,55 - <60%
5118425,Highland,Local Authority,Tarbat Old Primary School,Tarbatness Road,Portmahomack,,IV20 1YJ,tarbatold.primary@highland.gov.uk,01862 871536,Primary,.,.,44,.,.,2.5,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
8110530,Argyll & Bute,Local Authority,Tarbert Academy,School Road,Tarbert,ARGYLL,PA29 6TE,enquiriestarbert@argyll-bute.gov.uk,01880 820269,Primary,Secondary,.,96,101,.,6.66,16.7,.,Remote rural areas,Very Remote Rural,Non-denominational,10 - <20%,0%
8235023,South Ayrshire,Local Authority,Tarbolton Primary School,29 Montgomerie Street,Tarbolton,,KA5 5QL,tarbolton@south-ayrshire.gov.uk,01292 612152,Primary,.,.,208,.,.,13.3,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5306922,Angus,Local Authority,Tarfside Primary School,Glenesk,Brechin,,DD9 7YU,Tarfside@angusschools.org.uk,01356 670230,Primary,.,.,.,.,.,.,.,.,Remote rural areas,Remote rural areas,Non-denominational,N/A,N/A
5257328,Aberdeenshire,Local Authority,Tarland School,School Road,Tarland,ABERDEENSHIRE,AB34 4UU,tarland.sch@aberdeenshire.gov.uk,013398 81204,Primary,.,.,87,.,.,4.8,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
5118522,Highland,Local Authority,Tarradale Primary School,Black Isle Road,Muir of Ord,,IV6 7RR,tarradale.primary@highland.gov.uk,01463 870484,Primary,.,.,236,.,.,12.7,.,.,Remote rural areas,Remote rural areas,Non-denominational,0 - <5%,0%
5233127,Aberdeenshire,Local Authority,Tarves School,Duthie Road,Tarves Ellon,ABERDEENSHIRE,AB41 7JX,tarves.sch@aberdeenshire.gov.uk,01651 267445,Primary,.,.,129,.,.,8,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
8519137,North Lanarkshire,Local Authority,Taylor High School,Carfin Street,New Stevenston,MOTHERWELL,ML1 4JP,ht@taylor.n-lanark.sch.uk,01698 274976,.,Secondary,.,.,791,.,.,63.4,.,Other urban areas,Other urban areas,Roman Catholic,10 - <20%,20 - <25%
8109427,Argyll & Bute,Local Authority,Taynuilt Primary School,Taynuilt,Argyll,,PA35 1JE,enquiries-taynuilt@argyll-bute.gov.uk,01866 822343,Primary,.,.,72,.,.,5.43,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5425921,Fife,Local Authority,Tayport Primary School,Queen Street,Tayport,,DD6 9NS,Tayportps.enquiries@fife.gov.uk,01334 659444,Primary,.,.,236,.,.,15.5,.,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,*
8109524,Argyll & Bute,Local Authority,Tayvallich Primary School,Tayvallich,Lochgilphead,ARGYLL,PA31 8PW,enquiries-tayvallich@argyll-bute.gov.uk,01546 870220,Primary,.,.,21,.,.,3,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
1004212,Dundee City,Local Authority,Tayview Primary School,Tayview Primary School,180 Dickson Avenue,DUNDEE,DD2 4GE,tayview@dundeecity.gov.uk,01382 435934,Primary,.,.,424,.,.,24.2,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,40 - <45%
5321026,Angus,Local Authority,Tealing Primary School,School Road,Tealing,DUNDEE,DD4 0SZ,Tealing@angusschools.org.uk,01382 536660,Primary,.,.,42,.,.,3.96,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5141923,Highland,Local Authority,Teanassie Primary School,By Beauly,,,IV4 7AE,teanassie.primary@highland.gov.uk,01463 782581,Primary,.,.,40,.,.,3.3,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
1070436,Aberdeen City,Independent,The Aberdeen Green School,Scout Hall,South Avenue,CULTS,AB15 9LP,delliot.rjc@btopenworld.com,07507 682372,.,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
8301042,West Dunbartonshire,Local Authority,The Choices Programme,Skypoint,Lennox Drive,CLYDEBANK,G81 5JY,SchoolOffice.Choices@west-dunbarton.gov.uk,0141 562 2492,.,.,Special,.,.,22,.,.,7,Large urban areas,Large urban areas,Non-denominational,*,65 - <70%
5350034,Perth & Kinross,Local Authority,The Community School of Auchterarder,New School Lane,Auchterarder,PERTHSHIRE,PH3 1BL,Auchterarder@pkc.gov.uk,01764 662182,Primary,Secondary,.,424,509,.,22.7,47.3,.,Accessible small towns,Accessible small towns,Non-denominational,10 - <20%,*
5582520,East Lothian,Independent,The Compass School,West Road,Haddington,EAST LOTHIAN,EH41 3RD,office@thecompassschool.co.uk,01620 822642,Primary,.,.,N/A,N/A,N/A,N/A,N/A,N/A,Accessible small towns,Accessible small towns,Non-denominational,N/A,N/A
5580633,Edinburgh City,Independent,The Edinburgh Academy,42 Henderson Row,Edinburgh,,EH3 5BL,enquiries@edinburghacademy.org.uk,0131 556 4603,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5581931,Edinburgh City,Independent,The Edinburgh Rudolf Steiner School,60 Spylaw Road,Edinburgh,,EH10 5BR,erss.bursar@steinerweb.org.uk,0131 337 3410,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
8481830,Glasgow City,Independent,The Glasgow Academy,Colebrooke Street,Glasgow,,G12 8HE,enquiries@theglasgowacademy.org.uk,0141 334 8558,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5231434,Aberdeenshire,Local Authority,The Gordon Schools,Castle Street,Huntly,ABERDEENSHIRE,AB54 4SE,gordonschools.aca@aberdeenshire.gov.uk,01466 792181,.,Secondary,.,.,688,.,.,62.98,.,Remote small towns,Remote small towns,Non-denominational,0 - <5%,0%
8481733,Glasgow City,Independent,The High School of Glasgow,637 Crow Road,Glasgow,,G13 1PL,office@hsog.co.uk,0141 954 9628,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5512131,West Lothian,Local Authority,The James Young High School,Quentin Rise,Dedridge West,LIVINGSTON,EH54 6NE,wljamesyoung-hs@westlothian.org.uk,01506 414244,.,Secondary,.,.,1142,.,.,87.49,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,10 - <15%
5584220,Edinburgh City,Independent,The Mary Erskine and Stewart's Melville Junior School,Queensferry Road,Edinburgh,,EH4 3EZ,jssecretary@esmgc.com,0131 311 1111,Primary,.,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5583837,Edinburgh City,Independent,The Mary Erskine School,Ravelston,Edinburgh,,EH4 3NT,schoolsecretary@esmgc.com,0131 347 5700,.,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5370035,Perth & Kinross,Independent,The New School Butterstone,Butterstone,Dunkeld,PERTHSHIRE,PH8 0HJ,info@thenewschool.co.uk,01350 724216,.,.,Special,N/A,N/A,N/A,N/A,N/A,N/A,Remote rural areas,Remote rural areas,Non-denominational,N/A,N/A
6233139,Na h-Eileanan Siar,Local Authority,The Nicolson Institute,Stornoway,Lewis,,HS1 2PZ,nicolsoninstitute@gnes.net,01851 707000,.,Secondary,.,.,1035,.,.,88.52,.,Remote small towns,Very Remote Small Towns,Non-denominational,0 - <5%,0%
5528321,Edinburgh City,Local Authority,The Royal High Primary School,61 Northfield Broadway,Edinburgh,,EH8 7RX,admin@royalhigh-pri.edin.sch.uk,0131 669 3200,Primary,.,.,329,.,.,15.62,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,10 - <15%
5533732,Edinburgh City,Local Authority,The Royal High School,East Barnton Avenue,Edinburgh,,EH4 6JP,admin@royalhigh.edin.sch.uk,0131 336 2261,.,Secondary,.,.,1268,.,.,88.09,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,5 - <10%
5630045,Scottish Borders,Local Authority,The Wilton Centre,36 Princes Street,Hawick,,TD9 7AY,WiltonCentre@scotborders.gov.uk,01450 378644,.,.,Special,.,.,.,.,.,16.56,Other urban areas,Other urban areas,Non-denominational,N/A,N/A
1004123,East Dunbartonshire,Local Authority,Thomas Muir Primary,Kirriemuir Road,Bishopbriggs,GLASGOW,G64 1DL,office@thomasmuir.e-dunbarton.sch.uk,0141 955 2290,Primary,.,.,592,.,.,28.54,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,5 - <10%
8627428,Renfrewshire,Local Authority,Thorn Primary School,Thorn Brae,Johnstone,,PA5 8HE,thornenquiries@renfrewshire.gov.uk,01505 331423,Primary,.,.,215,.,.,12.6,.,.,Large urban areas,Large urban areas,Non-denominational,0 - <5%,35 - <40%
5722020,Stirling,Local Authority,Thornhill Primary School,Low Town,Thornhill,BY STIRLING,FK8 3PX,thrnhllps@stirling.gov.uk,01786 850207,Primary,.,.,49,.,.,4.35,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
8516324,North Lanarkshire,Local Authority,Thornlie Primary School,Lomond Drive,Wishaw,,ML2 0JR,ht@thornlie.n-lanark.sch.uk,01698 352539,Primary,.,.,181,.,.,11.4,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,75 - <80%
8601526,East Renfrewshire,Local Authority,Thornliebank Primary School,Main Street,Thornliebank,GLASGOW,G46 7RW,headteacher@thornliebank.e-renfrew.sch.uk,0141 570 7440,Primary,.,.,176,.,.,14.3,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,25 - <30%
5405823,Fife,Local Authority,Thornton Primary School,Station Road,Thornton,KIRKCALDY,KY1 4AY,Thorntonps.enquiries@fife.gov.uk,01592 583465,Primary,.,.,203,.,.,10.7,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,35 - <40%
8430225,Glasgow City,Local Authority,Thorntree Primary School,55 Cobinshaw Street,Greenfield,GLASGOW,G32 6XL,headteacher@thorntree-pri.glasgow.sch.uk,0141 774 4966,Primary,.,.,431,.,.,26.4,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,80 - <85%
