"","PEB","educ","hhincome","Dem","Rep","female","Ideology","age","urban","public","private","NEP","CNS","environmentalist","enviro.move","age.1","act.org","cand","money.org","cont.off","cont.bus","petition","meeting","product","water","buycott","recycle","energy","stocks","nep1","nep2_r","nep3","nep4_r","nep5","nep6_r","nep7","nep8_r","nep9","nep10_r","nep11","nep12_r","nep13","nep14_r","nep15","cns1","cns2","cns3","cns4_r","cns5","cns6","cns7","cns8","cns9","cns10","cns11","cns12_r","cns13","cns14_r","mes1_r","mes_2","mes_3","mes_4","mes_5","mes_6","mes_7","mes8_r","mes_9","mes10_r","mes_11","mes_12","mes_13","mes_14","mes_15","mes_16","mes_17","mes_18","mes_19","mes_20","mes_21","mes22_r","mes23_r","mes_24","mes_25","mes_26","mes27_r","MES"
"801",10,6,8,1,0,0,4,44,2,5,5,4,4.07142857142857,0,3,44,1,1,1,0,0,1,1,1,1,1,1,1,0,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",8,5,6,0,1,0,4,39,2,3,5,2.93333333333333,3.42857142857143,1,2,39,1,1,0,0,1,0,0,1,1,1,1,1,0,2,3,4,4,4,4,1,4,1,4,4,4,1,4,2,2,3,3,2,2,3,1,2,4,2,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",0,3,8,0,1,0,7,38,2,0,0,2.6,2.42857142857143,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,2,4,4,3,3,4,2,5,4,3,4,4,4,2,3,4,4,4,4,4,4,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",4,6,8,0,1,0,4,75,1,1,3,3.26666666666667,3.78571428571429,0,3,75,0,0,1,0,0,0,0,0,1,0,1,1,0,4,4,4,3,2,4,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,3,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",8,3,7,0,1,0,4,49,2,3,5,3.86666666666667,4.35714285714286,0,3,49,0,1,1,0,0,1,0,1,1,1,1,1,0,2,3,1,3,1,4,1,4,1,1,2,3,2,3,1,2,2,1,2,1,1,1,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",4,3,7,0,1,0,5,50,2,0,4,3,3.28571428571429,0,3,50,0,0,0,0,0,0,0,0,1,1,1,1,0,3,3,3,4,3,4,2,4,2,3,3,3,2,3,3,3,2,2,2,3,2,3,3,3,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",1,6,7,1,0,0,4,71,2,0,1,4.06666666666667,2.21428571428571,1,3,71,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,5,1,1,4,4,1,1,1,1,2,2,1,1,3,3,4,3,3,5,5,5,5,5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",1,5,8,0,1,0,4,76,2,0,1,3.4,2.92857142857143,0,3,76,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,3,4,4,1,3,2,4,2,2,2,3,3,4,4,2,3,4,2,4,3,3,2,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",3,5,7,1,0,0,2,37,2,2,0,3.33333333333333,3.5,0,3,37,0,1,0,1,0,0,0,0,0,0,0,0,1,3,4,2,3,2,2,2,3,3,3,2,2,3,3,3,3,2,2,3,2,2,3,2,3,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",0,5,7,1,0,0,3,60,2,0,0,4.06666666666667,3,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",7,5,8,0,1,0,7,54,2,1,5,3.86666666666667,3.35714285714286,0,3,54,0,1,0,0,0,0,0,1,1,1,1,1,1,1,4,2,4,1,2,2,2,2,2,2,4,2,1,1,4,2,2,3,2,3,2,2,3,2,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",6,3,7,1,0,0,4,68,2,1,5,3.13333333333333,4,1,4,68,0,0,0,0,0,0,1,1,1,1,1,1,0,4,4,2,2,2,4,1,4,1,3,4,4,1,5,2,2,2,1,3,2,2,2,2,2,1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",4,5,7,0,1,0,6,37,2,0,4,3.2,4.14285714285714,0,2,37,0,0,0,0,0,0,0,0,1,1,1,1,0,3,1,1,5,2,5,3,4,1,5,4,1,2,2,3,1,1,1,2,2,1,1,1,2,1,1,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",8,6,8,1,0,0,4,55,2,3,5,3.6,4.35714285714286,0,3,55,1,0,1,0,0,1,0,1,1,1,1,1,0,3,2,4,3,4,3,1,2,1,3,2,1,1,3,3,3,1,1,2,2,1,2,3,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815",8,5,8,1,0,0,3,46,2,3,5,4.33333333333333,3.42857142857143,0,3,46,0,1,1,0,0,1,0,1,1,1,1,1,0,1,2,1,1,1,2,1,1,5,1,1,1,5,1,1,2,3,2,2,3,3,3,2,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",7,5,8,0,1,0,4,36,3,2,5,2.33333333333333,4.14285714285714,1,3,36,0,0,0,1,0,1,0,1,1,1,1,1,0,4,3,2,5,3,4,3,4,2,3,5,4,3,5,5,2,2,2,1,1,2,1,2,2,2,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",6,5,7,0,1,0,6,44,1,1,5,3.4,3.21428571428571,0,3,44,0,0,1,0,0,0,0,1,1,1,1,1,0,2,4,2,3,2,4,2,2,2,4,3,2,2,2,3,2,3,2,2,4,2,3,2,4,2,5,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",5,2,1,0,1,0,4,74,1,0,5,3.73333333333333,3.21428571428571,0,3,74,0,0,0,0,0,0,0,1,1,1,1,1,0,3,1,1,2,2,4,2,2,2,3,2,2,2,3,3,2,2,2,4,3,3,2,3,3,2,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",0,5,3,1,0,0,3,24,3,0,0,3.06666666666667,3.07142857142857,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,2,4,4,3,2,3,4,4,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",3,5,5,1,0,0,7,74,3,0,3,1.66666666666667,2.71428571428571,0,1,74,0,0,0,0,0,0,0,0,1,0,1,1,0,5,4,4,5,5,5,4,5,2,5,5,5,4,2,5,2,3,3,2,2,3,3,3,2,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",6,4,7,0,1,0,4,46,2,1,5,2.86666666666667,3,0,3,46,0,1,0,0,0,0,0,1,1,1,1,1,0,2,4,3,4,3,4,4,2,2,3,3,4,3,3,3,3,2,3,3,2,3,2,3,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822",0,2,1,0,1,0,4,19,3,0,0,3,3.57142857142857,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,2,4,3,4,3,4,1,4,1,5,2,2,2,2,3,4,2,2,1,1,3,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823",4,5,8,0,1,0,5,43,2,1,3,3.66666666666667,3.85714285714286,0,3,43,0,0,1,0,0,0,0,0,1,0,1,1,0,1,4,2,3,2,4,1,2,1,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",6,3,8,1,0,0,2,20,2,1,5,4.06666666666667,3.78571428571429,1,3,20,0,1,0,0,0,0,0,1,1,1,1,1,0,2,4,2,1,1,4,2,1,1,1,1,1,4,3,1,3,2,1,3,1,3,2,2,2,4,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825",7,6,3,1,0,0,2,24,2,2,5,3.53333333333333,3.71428571428571,1,3,24,0,1,0,0,0,1,0,1,1,1,1,1,0,1,4,2,5,1,4,2,2,4,1,3,1,2,3,2,2,2,1,3,3,1,2,2,3,4,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826",4,2,1,0,1,0,5,53,2,0,4,2.66666666666667,3.64285714285714,0,2,53,0,0,0,0,0,0,0,0,1,1,1,1,0,2,3,3,4,4,5,2,3,2,5,2,4,3,5,3,3,3,2,2,2,1,2,2,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827",7,2,1,1,0,0,4,35,1,2,5,4.66666666666667,4,0,4,35,0,0,1,0,0,1,0,1,1,1,1,1,0,2,2,1,1,1,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,1,3,1,2,1,5,5,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4.59259259259259
"828",9,6,8,1,0,0,1,35,2,4,5,4.06666666666667,3.78571428571429,0,3,35,0,1,0,1,1,1,0,1,1,1,1,1,0,2,3,1,1,1,2,1,2,2,1,2,4,2,4,1,4,2,1,2,1,2,1,2,3,1,2,4,4,2,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,3,5,4,4,4,5,5,5,4.7037037037037
"829",1,5,8,0,1,0,6,50,1,0,1,2.2,3.42857142857143,0,2,50,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,3,3,4,2,4,4,4,4,4,5,3,2,2,3,2,1,3,2,3,2,3,3,4,3,2,2,2,4,4,3,4,3,2,2,4,3,4,3,3,3,3,3,2,3,4,3,3,3,3,2,2,2.92592592592593
"830",2,6,8,0,1,0,5,74,2,0,2,3.6,3.57142857142857,0,1,74,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,2,2,2,2,2,1,2,2,3,4,3,4,2,2,3,2,2,2,2,2,2,2,2,4,3,4,3,4,4,4,4,4,4,4,4,1,5,4,4,4,4,3,4,5,4,4,3,4,3,5,3,4,3,3.77777777777778
"831",4,1,1,1,0,0,2,88,3,1,3,3.33333333333333,3.5,0,2,88,0,0,0,0,0,1,0,0,1,1,1,0,0,4,3,2,4,1,4,2,3,2,3,2,4,1,3,2,4,2,2,2,2,1,2,2,3,2,2,4,4,3,2,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,5,3,2,4,4,5,4,4.11111111111111
"832",9,3,2,0,1,0,4,39,2,4,5,3.73333333333333,3.85714285714286,0,3,39,0,1,0,1,0,1,1,1,1,1,1,1,0,1,2,1,3,2,5,2,1,1,2,2,5,1,5,1,2,2,1,2,2,2,1,2,1,1,2,5,2,5,4,4,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,2,5,2,4.37037037037037
"833",2,2,4,0,1,0,4,43,2,0,2,2.93333333333333,3.28571428571429,0,2,43,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,2,5,2,3,2,5,2,4,1,3,2,5,2,3,2,2,2,3,2,3,4,3,2,2,5,2,3,4,4,5,3,4,5,4,1,5,2,3,4,2,4,3,4,3,3,4,5,4,1,2,3,4,4,1,3.37037037037037
"834",1,2,1,0,1,0,6,60,2,0,1,2.86666666666667,3.5,0,2,60,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2,3,3,4,2,4,2,3,4,3,3,4,4,3,2,2,2,3,3,2,3,3,3,2,2,3,2,2,4,3,3,4,4,4,2,3,4,4,4,3,4,3,3,4,4,3,2,4,3,3,4,3,3,2,3.2962962962963
"835",2,3,3,0,1,1,5,80,2,0,1,3.26666666666667,2.85714285714286,0,2,80,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,3,2,3,2,4,4,3,2,2,4,3,2,4,3,2,3,4,4,3,3,3,2,2,4,4,3,2,4,4,4,4,4,4,3,3,2,4,4,4,4,4,3,3,4,4,3,4,3,2,3,3,4,3,3.44444444444444
"836",12,5,8,0,1,1,4,55,2,7,5,3,3.57142857142857,0,3,55,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,2,2,2,2,2,2,2,4,2,4,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,2,3.37037037037037
"837",9,2,3,0,1,1,6,67,3,4,5,2.73333333333333,3.71428571428571,0,3,67,0,1,0,1,1,1,0,1,1,1,1,1,0,2,4,2,4,4,4,1,4,1,5,4,5,2,3,4,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,4,2,4,4,5,4,5,5,4,5,5,5,5,5,4,5,5,4,2,5,4,4,5,5,4,4,4.33333333333333
"838",7,3,3,1,0,1,5,67,2,2,4,2.33333333333333,3.64285714285714,0,3,67,0,0,0,0,0,1,1,1,1,1,0,1,1,3,4,2,5,4,5,2,4,2,4,4,5,2,5,4,3,2,2,2,2,2,2,2,2,2,2,4,2,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,2,3.59259259259259
"839",3,3,1,1,0,1,3,52,1,0,3,3.93333333333333,3.57142857142857,0,3,52,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,5,3,1,4,1,2,2,2,1,2,1,2,1,2,3,2,2,3,2,2,2,3,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,3,3,3.92592592592593
"840",5,3,4,1,0,1,2,35,3,2,3,4,3.5,0,3,35,0,0,1,0,0,1,0,1,0,1,1,0,0,2,2,1,1,1,2,1,2,1,3,2,2,4,3,3,3,2,1,1,2,2,3,3,4,3,4,3,1,3,4,4,1,5,5,5,4,4,2,4,3,3,4,4,4,4,5,5,5,5,5,4,3,4,4,2,5,3.96296296296296
"841",7,6,8,1,0,1,2,48,2,1,5,4.06666666666667,3.85714285714286,0,4,48,0,0,0,0,1,0,0,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,3,5,5,5,2,1,1,1,1,1,1,1,2,1,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4.59259259259259
"842",10,5,8,1,0,1,1,38,2,4,5,4.13333333333333,4.42857142857143,1,4,38,1,1,0,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,5,1,3,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,3,2,2,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4.81481481481481
"843",4,2,6,1,0,1,1,18,3,0,4,3.86666666666667,3.92857142857143,0,3,18,0,0,0,0,0,0,0,1,1,0,1,1,0,2,3,2,2,2,5,2,2,1,1,1,2,2,4,1,2,2,2,3,2,1,1,1,2,3,3,3,1,3,2,5,4,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,4,3,5,5,4,5,5,5,3,4.51851851851852
"844",5,6,8,0,1,1,4,67,2,0,5,4,3.92857142857143,0,3,67,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,1,4,1,4,1,3,1,2,1,2,1,3,1,3,2,1,2,2,3,2,2,2,1,1,4,2,2,3,3,5,4,5,4,5,5,5,4,5,5,5,5,5,3,5,5,5,4,4,3,4,1,5,4,4,4.25925925925926
"845",9,6,8,1,0,1,1,47,3,4,5,3.46666666666667,3.78571428571429,0,3,47,0,1,1,1,0,1,0,1,1,1,1,1,0,3,4,2,4,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,4,4,4,5,4,4,5,4,5,5,5,4,4,3,3,4,4,4,4,5,4,4,4,4,4,4,4.11111111111111
"846",0,2,5,0,1,1,4,24,2,0,0,3.8,3,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,1,5,1,3,1,3,1,3,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,5,4,5,2,5,4,3.92592592592593
"847",6,4,1,1,0,1,2,25,1,1,5,3.6,3.35714285714286,0,3,25,0,1,0,0,0,0,0,1,1,1,1,1,0,3,4,3,2,1,5,1,2,1,3,4,2,2,2,1,2,4,2,2,2,2,4,1,2,3,2,5,2,4,3,1,1,5,5,4,5,5,2,5,5,2,5,5,5,3,5,5,4,4,5,5,1,4,2,5,4,3.88888888888889
"848",10,2,3,1,0,1,2,18,1,5,5,4.33333333333333,4.14285714285714,1,3,18,1,1,1,0,0,1,1,1,1,1,1,1,0,2,1,2,2,1,4,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,5,4,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4.7037037037037
"849",2,5,4,0,1,1,6,43,2,1,1,2.53333333333333,2.85714285714286,0,1,43,0,1,0,0,0,0,0,0,0,0,1,0,0,5,4,2,3,3,4,2,4,2,5,4,2,4,3,5,3,3,3,3,3,3,3,3,3,3,3,5,4,2,2,4,1,4,3,1,1,4,4,4,4,3,3,2,2,1,4,4,1,2,4,4,2,2,2,1,3,2.66666666666667
"850",6,2,3,1,0,1,4,53,1,1,5,4,3.21428571428571,0,2,53,0,0,0,1,0,0,0,1,1,1,1,1,0,3,2,2,3,2,4,1,2,1,3,1,1,1,1,3,3,3,2,2,2,4,3,2,5,2,3,2,4,2,3,4,4,4,4,4,4,5,4,5,5,5,5,4,4,3,4,4,4,3,5,5,4,4,3,5,4,4.14814814814815
"851",5,3,1,0,1,1,7,19,2,1,4,3.8,3.28571428571429,1,3,19,0,0,0,0,0,1,0,0,1,1,1,1,0,1,2,1,5,1,5,1,2,2,2,2,4,2,2,1,2,2,2,4,3,2,3,2,3,3,2,4,4,2,4,4,4,5,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4.62962962962963
"852",6,3,2,0,1,1,5,19,2,2,4,3.73333333333333,4,0,3,19,0,1,0,0,0,1,0,1,1,1,0,1,0,1,3,2,3,1,5,2,3,2,3,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,5,5,5,4,4,4,5,5,4,4,2,4.22222222222222
"853",7,3,3,1,0,1,6,60,3,3,4,4.13333333333333,3.78571428571429,1,3,60,0,1,1,0,0,1,0,1,0,1,1,1,0,3,1,1,1,1,5,1,1,3,2,2,1,1,4,1,2,2,1,2,3,1,2,2,2,2,2,3,4,3,4,5,5,5,4,4,5,4,3,4,4,5,5,5,4,3,4,5,5,5,5,4,4,5,4,5,4,4.40740740740741
"854",10,5,1,1,0,1,2,65,2,5,5,4.06666666666667,3.85714285714286,0,3,65,0,1,0,1,1,1,1,1,1,1,1,1,0,2,3,2,1,1,4,2,2,1,1,1,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855",7,5,8,1,0,1,2,46,3,2,5,4.33333333333333,3.71428571428571,1,3,46,0,1,0,0,0,1,0,1,1,1,1,1,0,1,2,1,3,2,2,1,2,1,1,1,3,1,3,1,2,2,2,2,2,3,2,2,2,2,2,3,4,2,3,4,4,5,5,4,5,5,4,5,5,5,5,5,4,4,5,5,4,5,5,5,5,4,4,3,3,4.44444444444444
"856",4,2,2,1,0,1,4,23,1,4,0,3,3.42857142857143,0,2,23,0,0,0,1,1,1,1,0,0,0,0,0,0,3,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,3,2,2,2,2,2,2,2,3,3,4,3,4,2,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,2,1,5,5,5,3,3.66666666666667
"857",4,3,4,0,1,1,7,24,1,0,4,2.73333333333333,2.28571428571429,0,1,24,0,0,0,0,0,0,0,0,1,1,1,1,0,1,5,2,4,2,4,5,2,1,5,4,4,2,4,4,4,4,4,2,2,4,4,4,4,5,4,4,2,5,1,5,4,4,2,1,1,2,1,2,4,2,2,4,2,4,2,2,4,1,5,4,1,4,1,1,1,2.48148148148148
"858",6,3,1,1,0,1,4,23,1,1,5,4.33333333333333,4.21428571428571,1,3,23,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,3,1,5,1,3,1,3,1,1,1,1,1,1,2,1,5,3,1,1,1,1,1,1,2,2,3,1,4,4,5,5,5,5,5,4,3,5,5,5,4,5,5,5,5,5,5,5,3,4,5,5,5,4,4.48148148148148
"859",8,5,1,1,0,1,4,23,2,3,5,4.06666666666667,4.78571428571429,0,4,23,0,1,0,1,0,1,0,1,1,1,1,1,0,3,2,2,3,2,4,1,1,2,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.92592592592593
"860",5,5,3,0,1,1,5,58,2,0,5,3.93333333333333,4.28571428571429,1,3,58,0,0,0,0,0,0,0,1,1,1,1,1,0,4,2,1,2,1,5,1,2,1,1,3,2,2,3,1,2,1,1,1,1,2,1,2,2,3,2,3,1,2,2,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,2,5,3,4,5,4.2962962962963
"861",0,3,8,0,1,1,7,50,2,0,0,2,2.42857142857143,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2.2962962962963
"862",9,3,1,1,0,1,4,22,2,4,5,4.26666666666667,4.21428571428571,1,4,22,0,1,1,0,0,1,1,1,1,1,1,1,0,1,2,1,2,1,5,1,3,2,1,1,2,1,2,1,5,1,1,2,2,1,1,1,2,1,1,3,1,3,4,4,4,5,5,5,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4.7037037037037
"863",7,4,1,0,1,1,4,52,2,3,4,3,3.71428571428571,0,3,52,1,0,0,1,0,0,1,1,1,0,1,1,0,2,2,4,3,2,5,1,3,2,3,4,3,4,4,3,2,2,3,2,3,2,2,2,3,2,2,2,2,3,4,4,4,4,4,5,4,4,3,5,4,4,4,4,4,3,4,4,4,4,5,4,3,5,4,4,4,4.03703703703704
"864",7,2,4,0,1,1,5,55,2,2,5,3.06666666666667,4.07142857142857,0,3,55,0,1,1,0,0,0,0,1,1,1,1,1,0,5,2,1,4,2,5,1,4,1,4,4,3,1,5,2,1,1,1,2,1,1,1,1,2,2,1,5,4,4,1,4,4,4,5,5,4,5,5,2,4,5,5,4,4,4,4,5,5,5,5,1,3,5,3,2,4,3.96296296296296
"865",6,1,1,1,0,1,4,51,2,1,5,4.86666666666667,4.5,1,3,51,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,1,1,1,3,1,1,1,1,1,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.92592592592593
"866",4,3,1,0,1,1,7,69,1,0,4,2.06666666666667,3.85714285714286,0,1,69,0,0,0,0,0,0,0,0,1,1,1,1,0,5,4,4,4,5,5,1,4,2,5,5,4,5,1,5,2,2,2,1,2,2,1,2,2,2,2,4,5,1,2,2,1,4,4,4,4,4,1,4,4,1,4,4,4,1,4,4,1,2,4,4,4,4,2,1,4,3.03703703703704
"867",5,4,1,0,1,1,4,56,3,0,5,3.86666666666667,2.92857142857143,0,3,56,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,2,3,2,2,2,1,1,3,2,4,1,2,2,3,3,2,2,2,3,3,2,4,3,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868",2,5,8,0,1,1,4,73,2,0,2,2.93333333333333,2.78571428571429,0,2,73,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,2,3,4,3,3,3,3,3,4,2,4,2,3,4,4,4,2,3,4,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
